,Wfgm,Wfga,WfgRatio,Wfgm3,Wfga3,Wfg3Ratio,Wftm,Wfta,WftRatio,Wor,Wdr,Wast,Wto,Wstl,Wblk
1307,23,55,42,6,20,30,16,22,73,13,22,9,9,5,6
1307,21,54,39,7,19,37,6,11,55,10,25,15,14,2,4
1307,22,57,39,6,19,32,15,29,52,11,30,15,12,9,2
1307,29,59,49,2,12,17,12,19,63,17,26,12,16,7,8
1307,23,57,40,9,21,43,24,31,77,6,27,11,14,9,4
1307,19,52,37,7,16,44,21,26,81,7,21,13,10,7,3
1307,25,52,48,2,10,20,11,14,79,9,26,12,10,5,1
1307,28,50,56,11,21,52,8,14,57,2,27,22,7,6,7
1307,26,54,48,9,20,45,20,31,65,13,26,21,11,8,2
1307,21,56,38,5,19,26,7,11,64,14,25,13,7,6,7
1307,17,49,35,7,17,41,19,25,76,8,29,12,14,6,4
1307,27,51,53,12,23,52,25,33,76,8,25,18,9,6,5
1307,21,44,48,4,13,31,24,32,75,6,24,18,9,1,3
1307,15,42,36,2,14,14,21,27,78,6,32,12,6,5,3
1307,27,54,50,6,17,35,15,21,71,10,23,16,6,8,4
1307,17,42,40,4,9,44,21,29,72,10,23,12,9,6,5
1307,21,51,41,7,19,37,11,16,69,9,32,15,10,1,5
1307,23,50,46,9,19,47,8,13,62,4,25,16,7,6,2
1307,31,53,58,4,13,31,22,39,56,13,35,19,9,4,8
1307,34,57,60,9,18,50,32,43,74,10,28,25,13,8,6
1307,31,91,34,8,38,21,27,38,71,25,33,19,9,7,8
1307,28,58,48,7,18,39,16,19,84,11,37,15,13,4,6
1307,21,49,43,5,20,25,26,29,90,10,30,15,12,2,6
1307,22,51,43,6,12,50,29,38,76,12,24,13,13,3,6
1307,22,44,50,3,9,33,16,25,64,11,28,10,15,5,3
1307,24,55,44,9,24,38,18,24,75,12,25,16,12,6,3
1307,25,48,52,6,12,50,24,32,75,7,26,20,11,8,8
1307,27,63,43,5,18,28,21,30,70,16,32,15,8,1,6
1307,27,62,44,7,18,39,11,19,58,14,23,13,8,8,5
1307,23,59,39,8,20,40,15,27,56,8,29,17,7,9,2
1307,26,49,53,8,22,36,29,41,71,9,26,14,14,4,3
1307,28,49,57,9,17,53,19,31,61,7,21,18,8,9,7
1307,23,49,47,7,20,35,15,18,83,3,32,14,11,2,2
1307,27,59,46,8,19,42,16,19,84,14,22,11,7,5,4
1307,27,58,47,7,19,37,11,20,55,11,29,20,3,7,2
1307,23,54,43,1,10,10,19,26,73,16,27,10,13,4,2
1307,32,58,55,7,16,44,19,21,90,7,24,27,8,6,5
1307,27,59,46,6,15,40,8,15,53,12,32,11,8,3,7
1307,25,50,50,4,13,31,4,6,67,7,29,15,13,5,7
1307,25,57,44,6,16,38,11,21,52,12,34,16,10,2,6
1307,27,55,49,6,20,30,12,14,86,8,29,21,7,4,6
1307,29,60,48,10,27,37,12,16,75,9,30,21,13,10,7
1307,29,51,57,4,14,29,31,38,82,9,31,21,14,4,6
1307,21,48,44,6,18,33,22,36,61,10,27,14,10,4,3
1307,18,44,41,6,20,30,22,27,81,12,26,11,15,2,4
1307,26,59,44,8,25,32,19,29,66,13,31,18,11,3,5
1307,19,39,49,5,9,56,24,36,67,9,26,11,13,1,3
1307,24,52,46,5,17,29,16,27,59,10,26,12,14,9,8
1307,23,48,48,4,9,44,12,18,67,9,17,14,13,11,5
1307,23,44,52,3,9,33,14,22,64,6,32,11,16,4,5
1307,21,62,34,4,20,20,8,14,57,20,25,7,12,4,7
1307,27,58,47,6,15,40,16,31,52,17,29,21,9,8,7
1307,28,54,52,3,15,20,10,16,63,13,17,14,16,11,5
1307,23,39,59,8,10,80,22,33,67,8,23,17,13,6,4
1307,26,51,51,4,14,29,10,19,53,4,26,17,11,7,4
1307,23,52,44,6,14,43,14,20,70,14,22,11,12,6,0
1307,19,38,50,6,20,30,16,23,70,8,25,17,16,7,4
1307,28,58,48,7,18,39,8,10,80,8,21,13,6,7,1
1307,24,52,46,7,17,41,12,22,55,10,34,17,11,6,4
1307,20,55,36,2,15,13,10,18,56,10,28,13,11,6,6
1307,32,54,59,5,17,29,17,25,68,8,27,20,13,9,5
1307,27,60,45,7,17,41,22,23,96,14,23,5,12,1,2
1307,29,47,62,5,13,38,12,17,71,6,32,18,17,4,8
1307,26,63,41,6,29,21,17,23,74,10,35,20,11,9,4
1307,33,67,49,10,20,50,15,22,68,10,27,22,13,6,3
1307,27,54,50,6,16,38,16,23,70,10,26,15,13,2,2
1307,30,63,48,7,20,35,12,17,71,11,29,20,11,6,3
1307,28,60,47,3,11,27,29,36,81,14,23,18,20,10,4
1307,25,47,53,6,14,43,21,27,78,8,31,14,24,9,7
1307,29,58,50,5,16,31,14,19,74,13,31,16,15,10,4
1307,30,55,55,7,10,70,16,22,73,12,27,16,19,9,7
1307,29,46,63,9,17,53,17,24,71,7,35,19,20,7,5
1307,28,50,56,8,16,50,24,28,86,5,27,13,12,0,2
1307,28,61,46,3,13,23,28,36,78,10,28,13,15,6,5
1307,22,53,42,6,20,30,24,35,69,11,30,15,10,4,7
1307,23,51,45,9,17,53,25,33,76,9,26,12,16,7,5
1307,26,57,46,5,14,36,14,19,74,11,33,16,15,5,4
1308,28,54,52,4,8,50,21,26,81,14,26,15,12,4,5
1308,25,53,47,7,18,39,22,36,61,16,36,12,26,6,9
1308,22,39,56,1,5,20,23,32,72,11,23,11,20,3,6
1308,24,50,48,1,8,13,9,18,50,7,30,8,17,6,2
1308,26,48,54,4,13,31,15,22,68,5,32,17,16,5,2
1308,35,51,69,1,6,17,11,19,58,6,30,21,16,8,11
1308,29,54,54,5,16,31,15,17,88,7,29,17,14,4,5
1308,30,74,41,3,10,30,20,31,65,21,26,12,19,15,6
1308,25,52,48,4,11,36,17,25,68,7,18,8,4,5,5
1308,26,45,58,2,8,25,10,16,63,11,22,11,14,7,7
1308,24,56,43,4,11,36,18,27,67,20,26,11,14,6,7
1308,19,52,37,3,11,27,12,18,67,18,23,7,13,6,3
1308,30,54,56,6,11,55,20,28,71,11,31,15,13,4,2
1308,27,55,49,5,14,36,16,23,70,13,25,18,10,2,12
1308,30,56,54,8,18,44,8,12,67,9,23,17,15,2,4
1308,16,47,34,4,14,29,24,36,67,10,24,6,9,5,8
1308,24,56,43,4,14,29,15,24,63,15,28,10,15,5,10
1308,18,47,38,6,14,43,13,22,59,11,24,10,14,5,6
1308,29,53,55,4,11,36,16,24,67,15,25,12,17,7,8
1308,20,44,45,4,13,31,25,35,71,8,27,10,20,5,6
1308,27,45,60,4,9,44,7,16,44,7,19,5,11,5,2
1308,24,49,49,4,11,36,22,37,59,6,32,10,7,7,5
1308,20,47,43,4,13,31,20,33,61,12,29,5,15,9,7
1308,22,47,47,4,14,29,22,28,79,12,29,11,17,3,7
1308,30,52,58,6,14,43,29,40,73,9,31,13,18,4,6
1308,25,44,57,4,11,36,32,47,68,13,24,10,17,5,5
1308,26,54,48,1,11,9,14,25,56,10,30,11,12,5,8
1308,21,45,47,6,11,55,29,43,67,9,21,16,12,8,3
1308,28,50,56,6,14,43,17,22,77,14,20,18,11,3,3
1308,28,57,49,4,17,24,31,44,70,11,33,13,7,8,14
1308,29,64,45,7,15,47,16,32,50,14,33,13,14,6,5
1308,21,56,38,7,17,41,18,21,86,14,21,10,10,6,8
1308,33,52,63,3,8,38,13,20,65,10,28,19,12,3,4
1308,28,55,51,9,19,47,19,26,73,12,29,15,11,4,5
1308,27,51,53,7,17,41,35,53,66,13,20,15,9,10,4
1308,27,64,42,10,23,43,14,16,88,15,23,15,12,5,9
1308,29,51,57,6,16,38,26,34,76,10,26,15,13,5,5
1308,26,49,53,5,13,38,32,44,73,8,26,13,14,5,10
1308,25,44,57,3,10,30,19,23,83,7,24,7,8,2,2
1308,34,59,58,5,7,71,19,29,66,13,21,16,15,7,9
1308,24,57,42,6,13,46,17,24,71,16,34,14,12,1,12
1308,29,52,56,4,20,20,22,37,59,14,25,14,14,4,7
1308,28,41,68,5,8,63,17,24,71,6,25,18,15,3,7
1308,26,51,51,3,9,33,17,28,61,13,27,12,13,8,10
1308,26,59,44,6,16,38,23,30,77,16,35,14,9,3,5
1308,21,44,48,3,6,50,25,29,86,12,26,14,16,2,8
1308,25,47,53,5,12,42,14,21,67,8,23,8,8,6,4
1308,29,52,56,5,11,45,14,17,82,9,29,17,9,2,1
1308,32,58,55,5,11,45,17,26,65,16,22,16,12,6,5
1308,35,87,40,7,22,32,11,15,73,38,24,13,20,12,5
1308,28,54,52,6,17,35,16,24,67,8,33,19,13,12,5
1308,21,53,40,4,7,57,25,30,83,7,25,8,9,3,8
1308,21,47,45,2,6,33,10,20,50,13,19,6,9,4,4
1308,23,48,48,6,10,60,18,30,60,13,24,7,12,3,2
1308,24,51,47,4,13,31,11,16,69,19,20,8,9,5,6
1308,21,38,55,8,13,62,20,26,77,4,26,12,16,4,4
1308,29,58,50,3,12,25,24,32,75,15,28,14,9,5,4
1308,25,58,43,8,17,47,11,13,85,16,25,13,8,7,4
1308,16,35,46,6,13,46,15,24,63,7,21,11,16,7,8
1308,25,48,52,6,15,40,13,22,59,11,22,13,20,5,3
1308,25,47,53,2,8,25,25,29,86,15,23,12,16,9,3
1308,23,52,44,3,13,23,24,29,83,11,24,17,10,7,0
1308,24,49,49,4,11,36,22,27,81,8,21,15,10,3,1
1308,18,44,41,2,8,25,13,16,81,11,25,7,15,9,5
1308,27,49,55,3,10,30,15,22,68,11,23,15,13,9,3
1308,24,52,46,4,13,31,17,20,85,12,25,14,12,11,4
1308,22,44,50,3,6,50,14,21,67,14,22,9,23,6,6
1308,23,51,45,3,10,30,8,11,73,13,22,12,11,5,5
1308,21,40,53,8,15,53,30,40,75,7,22,18,11,7,3
1308,34,58,59,6,17,35,17,20,85,10,37,20,17,4,6
1308,32,64,50,6,12,50,6,15,40,15,34,18,15,4,1
1308,34,65,52,10,24,42,7,9,78,10,41,20,10,4,3
1308,31,61,51,6,18,33,13,19,68,17,31,14,18,2,2
1308,29,67,43,6,22,27,9,16,56,18,32,16,13,7,7
1308,24,49,49,11,19,58,14,19,74,10,28,15,17,2,2
1308,27,58,47,2,10,20,20,27,74,18,23,7,11,3,3
1308,28,68,41,2,19,11,20,24,83,17,29,17,8,4,5
1308,25,58,43,5,19,26,10,18,56,11,32,16,11,1,8
1308,28,59,47,3,19,16,21,33,64,18,35,17,12,1,10
1308,21,45,47,4,15,27,22,26,85,15,22,11,24,9,3
1308,26,61,43,4,10,40,12,18,67,10,30,13,18,4,7
1308,39,67,58,10,22,45,4,9,44,14,25,27,10,6,4
1308,27,50,54,4,15,27,12,18,67,11,33,12,17,3,8
1308,36,65,55,8,15,53,18,26,69,8,33,21,5,2,3
1308,25,44,57,7,18,39,12,18,67,6,26,19,17,5,7
1308,17,51,33,6,18,33,23,35,66,10,35,8,14,2,9
1308,20,55,36,5,20,25,25,31,81,15,24,10,15,10,7
1308,20,46,43,4,10,40,18,31,58,7,24,10,11,6,2
1308,33,68,49,3,13,23,14,23,61,15,39,19,8,6,1
1308,23,52,44,8,15,53,24,33,73,15,25,9,9,6,5
1309,27,54,50,1,7,14,17,24,71,5,22,15,18,8,3
1309,30,54,56,7,12,58,12,29,41,11,14,18,19,12,2
1309,34,74,46,5,18,28,23,34,68,13,25,20,18,9,6
1309,28,53,53,1,5,20,18,24,75,8,31,16,18,4,2
1309,27,53,51,8,20,40,9,17,53,8,24,17,11,3,1
1309,24,51,47,7,17,41,32,45,71,9,33,13,13,2,3
1309,28,54,52,7,20,35,14,23,61,13,26,19,14,8,5
1309,27,57,47,5,12,42,20,25,80,17,24,11,10,5,2
1309,20,44,45,3,11,27,27,38,71,7,34,10,24,8,11
1309,30,55,55,5,13,38,25,35,71,12,22,14,15,5,3
1309,29,62,47,5,11,45,25,34,74,17,27,13,15,7,2
1309,23,48,48,3,9,33,21,25,84,11,26,12,16,7,2
1309,23,46,50,6,17,35,15,21,71,10,25,17,16,3,4
1309,19,40,48,4,12,33,14,14,100,8,16,8,19,11,1
1309,23,51,45,5,16,31,21,31,68,17,27,11,23,12,2
1309,32,53,60,5,13,38,18,33,55,12,24,19,23,11,1
1309,27,46,59,5,8,63,22,29,76,8,22,9,15,6,5
1309,25,64,39,9,26,35,15,17,88,22,18,12,16,4,7
1309,26,45,58,9,12,75,14,19,74,7,26,15,10,5,6
1309,29,56,52,12,19,63,15,17,88,10,19,18,24,10,4
1309,27,56,48,5,13,38,23,35,66,10,16,11,8,11,2
1309,21,56,38,7,12,58,15,27,56,12,29,11,14,7,5
1309,23,68,34,6,16,38,16,25,64,21,20,10,16,16,2
1309,33,64,52,5,14,36,23,33,70,10,29,20,10,8,2
1309,30,67,45,4,13,31,12,21,57,13,31,19,17,8,3
1309,25,62,40,6,12,50,18,21,86,14,23,13,19,13,3
1309,35,75,47,5,17,29,27,34,79,19,28,13,14,8,1
1309,34,60,57,11,22,50,18,27,67,11,22,19,20,12,2
1310,32,62,52,10,28,36,12,18,67,13,32,14,12,5,1
1310,28,56,50,7,21,33,23,28,82,8,18,14,15,8,4
1310,22,50,44,5,15,33,13,24,54,11,21,11,11,9,5
1310,27,54,50,7,14,50,14,20,70,10,29,16,22,12,6
1310,19,50,38,6,26,23,24,32,75,10,23,11,13,6,2
1310,35,67,52,7,19,37,17,24,71,13,27,18,9,11,3
1310,21,52,40,2,9,22,27,37,73,11,21,4,11,11,2
1310,30,65,46,8,24,33,9,10,90,16,22,12,6,9,2
1310,22,56,39,4,12,33,19,23,83,9,18,8,5,11,3
1310,32,59,54,12,24,50,11,16,69,14,19,18,13,9,5
1310,12,35,34,2,12,17,38,49,78,8,20,4,16,11,3
1310,28,64,44,7,20,35,15,21,71,12,20,18,3,6,4
1310,24,59,41,6,25,24,12,16,75,13,24,13,10,10,3
1310,33,83,40,11,38,29,16,24,67,20,22,15,6,9,0
1310,22,59,37,6,22,27,7,11,64,14,26,5,19,11,3
1310,23,56,41,6,18,33,8,9,89,8,21,11,12,8,3
1310,30,53,57,12,20,60,20,29,69,7,27,19,15,10,1
1310,27,51,53,9,21,43,15,21,71,8,21,21,8,4,3
1310,23,57,40,6,21,29,22,27,81,10,20,14,7,11,1
1310,30,62,48,3,11,27,29,40,73,16,28,10,16,6,0
1310,23,56,41,4,19,21,11,21,52,11,20,11,12,16,3
1310,24,50,48,6,15,40,29,40,73,7,30,13,15,8,2
1310,21,65,32,4,16,25,22,27,81,12,24,9,9,16,6
1310,23,46,50,7,12,58,14,19,74,6,21,8,14,6,3
1310,24,50,48,9,17,53,23,33,70,9,18,11,12,7,1
1310,27,45,60,1,5,20,23,37,62,4,29,7,18,5,1
1310,21,46,46,5,14,36,14,22,64,8,24,7,13,7,1
1310,21,50,42,11,22,50,12,16,75,12,25,13,11,5,2
1310,25,42,60,7,13,54,16,29,55,9,25,21,19,9,1
1310,32,67,48,12,22,55,29,35,83,11,25,22,12,8,2
1310,19,48,40,2,7,29,15,27,56,12,28,8,11,5,0
1310,20,47,43,10,22,45,15,16,94,9,25,14,14,3,3
1310,27,45,60,7,12,58,21,28,75,8,23,18,13,7,4
1310,19,52,37,3,11,27,16,23,70,15,25,13,12,9,1
1310,25,53,47,6,16,38,19,30,63,10,34,14,15,8,7
1310,27,55,49,5,15,33,14,20,70,13,25,16,16,6,3
1310,27,47,57,7,14,50,15,18,83,2,24,17,17,7,3
1310,24,50,48,5,18,28,10,15,67,10,22,17,10,3,2
1310,21,59,36,3,11,27,10,13,77,19,27,13,16,3,2
1310,27,62,44,3,15,20,12,18,67,14,23,11,13,7,3
1310,26,60,43,4,13,31,20,29,69,12,28,14,9,2,4
1311,29,48,60,6,12,50,28,37,76,9,22,15,21,12,0
1311,28,60,47,5,15,33,22,35,63,12,20,16,13,10,1
1311,21,54,39,6,19,32,16,23,70,17,24,12,20,9,2
1311,31,62,50,4,12,33,27,40,68,16,27,13,16,12,4
1311,25,50,50,4,17,24,15,25,60,7,22,11,15,2,1
1311,22,49,45,7,17,41,19,26,73,8,31,11,17,3,4
1311,26,53,49,9,16,56,13,25,52,11,19,18,11,8,2
1311,18,37,49,6,13,46,14,27,52,5,24,15,18,4,1
1311,36,62,58,7,17,41,11,15,73,7,21,21,12,9,1
1311,27,48,56,10,23,43,15,29,52,7,20,16,12,5,4
1311,22,55,40,6,20,30,12,19,63,11,28,14,11,2,5
1311,28,56,50,5,17,29,27,43,63,7,24,14,15,11,2
1311,24,49,49,4,14,29,12,16,75,8,19,10,9,6,3
1311,26,57,46,5,19,26,7,14,50,11,22,12,12,7,3
1311,23,58,40,7,24,29,13,18,72,11,16,12,15,6,1
1311,29,51,57,7,16,44,22,34,65,10,31,19,16,2,3
1311,22,49,45,5,18,28,24,32,75,8,19,8,7,6,1
1311,26,51,51,5,11,45,21,23,91,4,27,15,7,2,0
1311,25,58,43,8,26,31,10,14,71,9,29,17,15,10,3
1311,26,50,52,10,22,45,17,25,68,5,22,17,5,9,4
1311,25,50,50,5,15,33,20,26,77,6,32,13,13,5,2
1311,23,57,40,7,22,32,18,26,69,11,29,15,11,8,5
1311,22,48,46,4,12,33,13,18,72,11,22,16,13,2,10
1311,27,50,54,3,8,38,14,29,48,8,28,14,19,8,4
1311,25,44,57,4,12,33,13,31,42,11,17,15,19,10,4
1311,27,52,52,4,15,27,12,16,75,4,30,20,14,9,8
1311,28,57,49,10,22,45,23,38,61,14,25,20,15,7,7
1311,21,38,55,7,13,54,28,42,67,7,30,18,22,8,6
1311,26,57,46,8,18,44,15,24,63,10,28,9,13,6,3
1311,29,57,51,13,26,50,13,20,65,6,21,17,14,5,4
1311,18,39,46,5,18,28,22,27,81,4,28,13,22,9,8
1311,28,58,48,3,18,17,12,17,71,12,36,13,16,4,10
1311,21,50,42,5,12,42,24,33,73,6,28,11,10,6,4
1311,32,60,53,7,20,35,9,13,69,13,21,13,16,6,11
1311,27,63,43,2,16,13,12,21,57,14,25,8,7,9,11
1311,22,56,39,5,21,24,15,25,60,11,33,14,16,10,4
1311,28,59,47,7,21,33,31,41,76,8,32,15,9,4,6
1312,26,65,40,3,12,25,14,19,74,14,32,10,13,7,8
1312,23,54,43,7,18,39,19,31,61,16,24,20,16,11,4
1312,22,67,33,9,24,38,16,28,57,16,19,15,10,14,4
1312,18,58,31,3,10,30,18,22,82,20,31,4,16,9,4
1312,23,56,41,9,22,41,28,37,76,11,34,14,18,8,9
1312,22,54,41,10,17,59,12,15,80,12,20,13,12,6,1
1312,22,48,46,4,16,25,16,28,57,8,30,13,20,11,4
1312,30,57,53,8,15,53,9,12,75,7,25,15,9,8,1
1312,19,44,43,7,15,47,18,32,56,10,28,9,19,8,2
1312,26,58,45,7,20,35,4,8,50,10,25,16,13,5,6
1312,28,56,50,6,19,32,22,32,69,10,29,16,14,11,7
1312,20,56,36,3,13,23,26,34,76,12,25,9,10,11,8
1312,25,44,57,8,17,47,31,43,72,10,24,8,14,1,1
1312,28,53,53,9,14,64,6,8,75,4,28,17,10,5,3
1312,29,60,48,8,14,57,22,28,79,5,34,15,9,5,4
1312,31,67,46,9,21,43,20,26,77,13,25,14,11,7,2
1312,27,57,47,8,19,42,19,28,68,13,33,17,23,7,4
1312,20,53,38,4,19,21,11,13,85,10,22,12,9,8,5
1312,20,53,38,5,17,29,19,25,76,13,34,11,11,2,3
1312,17,54,31,8,30,27,23,29,79,14,22,11,18,8,4
1312,29,58,50,9,23,39,10,21,48,11,30,16,19,10,2
1312,30,51,59,6,18,33,24,38,63,9,20,21,13,8,6
1312,29,51,57,12,24,50,14,20,70,9,23,21,22,6,3
1312,27,46,59,11,17,65,7,9,78,4,22,16,13,4,7
1312,20,41,49,6,14,43,22,29,76,5,31,11,14,3,7
1312,31,58,53,10,22,45,12,21,57,12,21,19,10,8,5
1312,23,50,46,9,22,41,22,26,85,9,21,13,13,8,6
1312,25,50,50,11,27,41,9,16,56,8,19,17,13,13,3
1312,22,40,55,5,15,33,20,34,59,5,19,15,12,9,8
1312,25,54,46,8,16,50,20,28,71,8,18,14,10,10,4
1312,20,50,40,7,21,33,18,21,86,8,23,12,10,4,5
1312,28,64,44,11,30,37,5,8,63,12,26,11,9,7,4
1312,31,53,58,13,22,59,11,18,61,10,26,24,15,5,5
1312,26,60,43,9,30,30,8,9,89,10,30,21,11,7,6
1312,25,54,46,10,24,42,11,15,73,8,26,18,14,7,6
1312,19,60,32,8,25,32,14,19,74,14,22,12,14,11,1
1312,32,67,48,9,21,43,17,20,85,11,29,21,13,9,0
1312,27,53,51,7,21,33,19,22,86,10,28,21,16,3,4
1312,29,59,49,10,24,42,22,29,76,11,20,20,9,7,2
1312,32,61,52,5,15,33,23,31,74,10,28,13,10,7,5
1312,25,48,52,11,20,55,22,29,76,4,32,17,19,7,5
1312,26,64,41,11,31,35,14,17,82,14,29,15,12,10,2
1312,29,57,51,6,23,26,22,30,73,10,30,15,19,10,1
1312,26,57,46,12,30,40,7,13,54,9,27,18,12,8,0
1312,32,64,50,10,26,38,9,18,50,10,33,24,11,7,1
1312,21,53,40,10,29,34,23,29,79,9,25,14,11,11,3
1312,30,63,48,16,29,55,14,20,70,9,19,22,11,13,0
1312,29,53,55,7,18,39,13,19,68,7,30,19,14,5,3
1312,26,56,46,7,22,32,15,23,65,9,22,13,12,9,1
1312,22,49,45,5,14,36,19,25,76,8,31,13,10,5,3
1312,27,51,53,10,26,38,9,16,56,6,24,18,16,5,0
1313,25,56,45,5,13,38,12,18,67,13,27,9,13,4,6
1313,25,58,43,7,12,58,21,32,66,16,24,11,13,9,2
1313,31,59,53,5,14,36,18,26,69,13,21,15,8,5,2
1313,18,42,43,2,8,25,17,26,65,8,24,5,15,10,6
1313,25,56,45,6,17,35,22,33,67,15,28,13,16,6,1
1313,27,50,54,9,15,60,20,32,63,5,32,19,13,9,5
1313,24,44,55,9,22,41,17,26,65,10,19,15,17,8,10
1313,21,63,33,9,24,38,12,19,63,14,25,10,15,6,2
1313,15,42,36,4,15,27,20,36,56,7,27,6,13,7,6
1313,25,63,40,1,19,5,24,31,77,16,28,14,17,12,2
1313,26,60,43,4,13,31,17,27,63,10,16,15,15,14,4
1313,26,56,46,5,15,33,17,35,49,10,25,16,10,8,7
1313,29,56,52,9,21,43,13,17,76,16,32,16,24,8,6
1313,25,57,44,3,14,21,11,21,52,10,28,12,9,7,9
1313,30,63,48,3,11,27,11,13,85,15,22,11,11,9,3
1313,30,62,48,9,20,45,16,25,64,15,27,17,15,9,5
1313,24,58,41,3,14,21,11,22,50,8,27,7,15,4,6
1313,25,53,47,3,9,33,7,15,47,19,17,14,14,8,4
1313,21,58,36,4,11,36,16,33,48,14,27,7,15,9,4
1313,28,57,49,3,12,25,10,13,77,13,26,11,16,1,4
1313,20,45,44,6,18,33,9,15,60,2,28,15,17,8,8
1313,31,54,57,7,16,44,11,16,69,8,14,19,4,4,1
1313,24,54,44,3,12,25,19,26,73,14,26,11,13,7,7
1313,22,46,48,6,15,40,41,62,66,10,29,11,14,7,5
1313,22,52,42,2,12,17,13,16,81,9,28,12,10,4,7
1313,32,64,50,7,23,30,15,19,79,7,21,15,8,10,1
1313,21,48,44,6,16,38,18,25,72,11,21,10,11,3,3
1313,19,48,40,2,13,15,18,22,82,12,22,10,9,6,3
1313,31,62,50,6,19,32,15,22,68,18,24,18,14,8,4
1313,20,47,43,2,7,29,14,23,61,15,25,8,18,9,6
1313,26,62,42,3,6,50,9,15,60,15,26,14,8,8,1
1313,28,60,47,8,24,33,11,16,69,13,26,19,15,10,2
1313,27,54,50,7,23,30,12,18,67,11,30,17,17,5,1
1313,21,47,45,5,19,26,19,31,61,13,26,9,14,2,3
1313,26,57,46,7,18,39,18,22,82,11,27,17,11,5,3
1313,24,44,55,5,15,33,25,34,74,11,15,12,15,10,2
1313,21,47,45,2,7,29,13,19,68,9,23,9,8,8,4
1313,28,60,47,7,13,54,13,26,50,15,22,15,9,8,2
1313,26,48,54,3,8,38,17,25,68,8,22,14,21,8,4
1313,19,43,44,4,15,27,18,25,72,10,19,10,13,7,3
1313,31,49,63,4,8,50,19,23,83,9,32,15,20,3,3
1313,33,63,52,11,22,50,11,18,61,9,40,21,15,2,4
1313,27,47,57,7,15,47,20,36,56,9,25,11,13,3,8
1313,25,48,52,5,12,42,19,28,68,9,29,16,18,3,9
1313,29,53,55,7,19,37,10,21,48,11,34,14,17,5,7
1313,26,50,52,11,23,48,16,26,62,7,28,15,8,6,6
1313,28,46,61,8,13,62,10,13,77,8,18,16,14,7,3
1313,29,44,66,7,13,54,11,18,61,7,33,17,22,5,6
1313,28,45,62,5,12,42,9,16,56,10,28,12,21,6,10
1313,25,59,42,2,14,14,11,16,69,9,25,15,8,3,5
1313,23,48,48,4,16,25,22,36,61,16,19,17,20,5,6
1313,34,55,62,9,16,56,22,25,88,6,30,26,12,3,2
1313,28,54,52,5,14,36,20,26,77,8,29,15,11,7,4
1313,29,58,50,5,14,36,17,26,65,11,26,12,8,5,2
1313,25,48,52,4,14,29,14,27,52,10,21,11,6,6,6
1313,24,60,40,8,19,42,14,17,82,11,27,14,9,5,4
1313,30,54,56,7,13,54,21,27,78,10,29,17,10,8,5
1313,24,52,46,9,18,50,28,30,93,15,28,12,19,3,4
1313,25,58,43,8,23,35,19,24,79,9,33,16,13,6,6
1313,25,47,53,11,24,46,27,33,82,4,26,16,16,3,4
1313,24,52,46,7,20,35,20,26,77,9,24,11,12,3,4
1313,32,64,50,14,32,44,9,10,90,10,20,19,13,10,7
1313,24,51,47,14,30,47,30,35,86,10,25,17,14,10,9
1313,35,71,49,11,28,39,18,27,67,11,22,17,16,4,2
1313,22,54,41,7,21,33,25,36,69,12,25,11,10,6,4
1313,27,61,44,3,23,13,22,30,73,9,28,16,10,6,17
1313,31,64,48,5,18,28,18,24,75,13,29,13,8,5,7
1313,29,69,42,7,20,35,19,22,86,15,28,14,11,6,4
1313,26,51,51,12,24,50,19,26,73,6,25,15,13,11,9
1313,22,55,40,5,20,25,17,22,77,12,26,10,12,3,8
1314,33,71,46,1,12,8,9,19,47,22,26,14,18,12,2
1314,31,71,44,6,15,40,12,27,44,24,32,23,17,7,5
1314,30,75,40,10,26,38,8,11,73,23,32,17,13,10,7
1314,37,78,47,15,32,47,6,9,67,17,30,22,12,14,9
1314,37,70,53,10,23,43,18,21,86,12,30,28,20,5,4
1314,31,73,42,11,31,35,5,7,71,13,32,30,14,13,3
1314,34,67,51,6,14,43,19,24,79,10,30,20,12,6,2
1314,35,74,47,13,28,46,14,22,64,22,35,29,14,5,3
1314,28,55,51,3,10,30,20,33,61,11,22,12,12,12,3
1314,29,60,48,8,20,40,11,16,69,19,22,16,14,5,2
1314,23,65,35,5,17,29,11,18,61,15,24,14,12,11,5
1314,30,70,43,6,17,35,13,22,59,13,32,19,14,9,10
1314,30,62,48,7,13,54,15,20,75,13,24,20,9,2,1
1314,24,64,38,5,24,21,19,27,70,19,28,16,12,6,3
1314,32,62,52,9,15,60,14,25,56,9,29,20,14,7,0
1314,29,59,49,13,28,46,22,30,73,11,22,18,7,11,2
1314,25,66,38,6,20,30,14,17,82,11,27,19,9,14,2
1314,28,64,44,9,21,43,11,16,69,10,24,19,10,9,5
1314,26,55,47,8,22,36,8,15,53,8,22,19,9,7,3
1314,32,57,56,9,15,60,6,10,60,7,24,20,11,6,3
1314,25,55,45,10,24,42,19,24,79,10,23,13,12,11,4
1314,31,63,49,10,22,45,11,12,92,12,21,20,7,8,3
1314,27,61,44,7,21,33,18,26,69,9,27,12,7,6,3
1314,33,55,60,5,13,38,13,20,65,10,31,25,18,10,2
1314,23,60,38,3,10,30,13,18,72,8,31,15,9,6,7
1314,25,53,47,6,12,50,26,37,70,13,23,13,14,9,6
1314,32,59,54,3,6,50,26,38,68,12,28,18,14,4,2
